case_id,用例类型,场景标签,原始地址,省,市,区县,街道,门牌号,小区,楼栋,单元,室号,邮编,经纬度,预期标准化地址,预期判定,是否需人工复核,备注
CNADDR-1047,e2e,简称/别名,深圳市罗湖区南京西路337号星河湾2幢2014室,广东省,深圳市,罗湖区,南京西路,337号,星河湾,2栋,4单元,2014室,518047,114.074000|22.564000,广东省深圳市罗湖区南京西路337号 星河湾2栋4单元2014室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1048,e2e,缺失门牌,江苏省苏州市虎丘区人民路万和府5栋1单元2025室,江苏省,苏州市,虎丘区,人民路,344号,万和府,5栋,1单元,2025室,215048,120.636000|31.316000,江苏省苏州市虎丘区人民路344号 万和府5栋1单元2025室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1049,e2e,疑似不存在,湖北省武汉市武昌区不存在路351号龙湖天街,湖北省,武汉市,武昌区,建设路,351号,龙湖天街,8栋,6单元,2036室,430049,114.318000|30.608000,湖北省武汉市武昌区不存在路351号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1050,e2e,标准地址,湖北省随州市广水市解放大道358号翡翠城11栋3单元2047室,湖北省,随州市,广水市,解放大道,358号,翡翠城,11栋,3单元,2047室,441350,113.400000|31.710000,湖北省随州市广水市解放大道358号 翡翠城11栋3单元2047室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1051,e2e,标准地址,上海市上海市浦东新区创新大道365号东方明珠花园14栋8单元2058室,上海市,上海市,浦东新区,创新大道,365号,东方明珠花园,14栋,8单元,2058室,200051,121.492000|31.252000,上海市上海市浦东新区创新大道365号 东方明珠花园14栋8单元2058室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1052,e2e,标准地址,北京市北京市朝阳区科创路372号海纳公馆17栋5单元2069室,北京市,北京市,朝阳区,科创路,372号,海纳公馆,17栋,5单元,2069室,100052,116.424000|39.924000,北京市北京市朝阳区科创路372号 海纳公馆17栋5单元2069室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1053,e2e,标准地址,广东省深圳市罗湖区友谊路379号锦绣家园20栋2单元2080室,广东省,深圳市,罗湖区,友谊路,379号,锦绣家园,20栋,2单元,2080室,518053,114.086000|22.576000,广东省深圳市罗湖区友谊路379号 锦绣家园20栋2单元2080室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1054,e2e,标准地址,江苏省苏州市虎丘区沿江大道386号金色华庭3栋7单元2091室,江苏省,苏州市,虎丘区,沿江大道,386号,金色华庭,3栋,7单元,2091室,215054,120.648000|31.328000,江苏省苏州市虎丘区沿江大道386号 金色华庭3栋7单元2091室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1055,e2e,标准地址,湖北省武汉市武昌区文化路393号书香门第6栋4单元2102室,湖北省,武汉市,武昌区,文化路,393号,书香门第,6栋,4单元,2102室,430055,114.330000|30.620000,湖北省武汉市武昌区文化路393号 书香门第6栋4单元2102室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1056,e2e,简称/别名,随州市广水市幸福路400号未来城9幢2113室,湖北省,随州市,广水市,幸福路,400号,未来城,9栋,1单元,2113室,441356,113.412000|31.722000,湖北省随州市广水市幸福路400号 未来城9栋1单元2113室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1057,e2e,简称/别名,上海市浦东新区世纪大道407号星河湾12幢2124室,上海市,上海市,浦东新区,世纪大道,407号,星河湾,12栋,6单元,2124室,200057,121.504000|31.264000,上海市上海市浦东新区世纪大道407号 星河湾12栋6单元2124室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1058,e2e,缺失门牌,北京市北京市朝阳区中山东一路万和府15栋3单元2135室,北京市,北京市,朝阳区,中山东一路,414号,万和府,15栋,3单元,2135室,100058,116.436000|39.936000,北京市北京市朝阳区中山东一路414号 万和府15栋3单元2135室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1059,e2e,疑似不存在,广东省深圳市罗湖区不存在路421号龙湖天街,广东省,深圳市,罗湖区,南京西路,421号,龙湖天街,18栋,8单元,2146室,518059,114.098000|22.588000,广东省深圳市罗湖区不存在路421号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1060,e2e,标准地址,江苏省苏州市虎丘区人民路428号翡翠城1栋5单元2157室,江苏省,苏州市,虎丘区,人民路,428号,翡翠城,1栋,5单元,2157室,215060,120.620000|31.300000,江苏省苏州市虎丘区人民路428号 翡翠城1栋5单元2157室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1061,e2e,标准地址,湖北省武汉市武昌区建设路435号东方明珠花园4栋2单元2168室,湖北省,武汉市,武昌区,建设路,435号,东方明珠花园,4栋,2单元,2168室,430061,114.302000|30.592000,湖北省武汉市武昌区建设路435号 东方明珠花园4栋2单元2168室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1062,e2e,标准地址,湖北省随州市广水市解放大道442号海纳公馆7栋7单元2179室,湖北省,随州市,广水市,解放大道,442号,海纳公馆,7栋,7单元,2179室,441362,113.384000|31.694000,湖北省随州市广水市解放大道442号 海纳公馆7栋7单元2179室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1063,e2e,标准地址,上海市上海市浦东新区创新大道449号锦绣家园10栋4单元2190室,上海市,上海市,浦东新区,创新大道,449号,锦绣家园,10栋,4单元,2190室,200063,121.476000|31.236000,上海市上海市浦东新区创新大道449号 锦绣家园10栋4单元2190室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1064,e2e,标准地址,北京市北京市朝阳区科创路456号金色华庭13栋1单元2201室,北京市,北京市,朝阳区,科创路,456号,金色华庭,13栋,1单元,2201室,100064,116.408000|39.908000,北京市北京市朝阳区科创路456号 金色华庭13栋1单元2201室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1065,e2e,标准地址,广东省深圳市罗湖区友谊路463号书香门第16栋6单元2212室,广东省,深圳市,罗湖区,友谊路,463号,书香门第,16栋,6单元,2212室,518065,114.070000|22.560000,广东省深圳市罗湖区友谊路463号 书香门第16栋6单元2212室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1066,e2e,简称/别名,苏州市虎丘区沿江大道470号未来城19幢2223室,江苏省,苏州市,虎丘区,沿江大道,470号,未来城,19栋,3单元,2223室,215066,120.632000|31.312000,江苏省苏州市虎丘区沿江大道470号 未来城19栋3单元2223室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1067,e2e,简称/别名,武汉市武昌区文化路477号星河湾2幢2234室,湖北省,武汉市,武昌区,文化路,477号,星河湾,2栋,8单元,2234室,430067,114.314000|30.604000,湖北省武汉市武昌区文化路477号 星河湾2栋8单元2234室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1068,e2e,缺失门牌,湖北省随州市广水市幸福路万和府5栋5单元2245室,湖北省,随州市,广水市,幸福路,484号,万和府,5栋,5单元,2245室,441368,113.396000|31.706000,湖北省随州市广水市幸福路484号 万和府5栋5单元2245室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1069,e2e,疑似不存在,上海市上海市浦东新区不存在路491号龙湖天街,上海市,上海市,浦东新区,世纪大道,491号,龙湖天街,8栋,2单元,2256室,200069,121.488000|31.248000,上海市上海市浦东新区不存在路491号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1070,e2e,标准地址,北京市北京市朝阳区中山东一路498号翡翠城11栋7单元2267室,北京市,北京市,朝阳区,中山东一路,498号,翡翠城,11栋,7单元,2267室,100070,116.420000|39.920000,北京市北京市朝阳区中山东一路498号 翡翠城11栋7单元2267室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1071,e2e,标准地址,广东省深圳市罗湖区南京西路505号东方明珠花园14栋4单元2278室,广东省,深圳市,罗湖区,南京西路,505号,东方明珠花园,14栋,4单元,2278室,518071,114.082000|22.572000,广东省深圳市罗湖区南京西路505号 东方明珠花园14栋4单元2278室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1072,e2e,标准地址,江苏省苏州市虎丘区人民路512号海纳公馆17栋1单元2289室,江苏省,苏州市,虎丘区,人民路,512号,海纳公馆,17栋,1单元,2289室,215072,120.644000|31.324000,江苏省苏州市虎丘区人民路512号 海纳公馆17栋1单元2289室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1073,e2e,标准地址,湖北省武汉市武昌区建设路519号锦绣家园20栋6单元2300室,湖北省,武汉市,武昌区,建设路,519号,锦绣家园,20栋,6单元,2300室,430073,114.326000|30.616000,湖北省武汉市武昌区建设路519号 锦绣家园20栋6单元2300室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1074,e2e,标准地址,湖北省随州市广水市解放大道526号金色华庭3栋3单元2311室,湖北省,随州市,广水市,解放大道,526号,金色华庭,3栋,3单元,2311室,441374,113.408000|31.718000,湖北省随州市广水市解放大道526号 金色华庭3栋3单元2311室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1075,e2e,标准地址,上海市上海市浦东新区创新大道533号书香门第6栋8单元2322室,上海市,上海市,浦东新区,创新大道,533号,书香门第,6栋,8单元,2322室,200075,121.500000|31.260000,上海市上海市浦东新区创新大道533号 书香门第6栋8单元2322室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1076,e2e,简称/别名,北京市朝阳区科创路540号未来城9幢2333室,北京市,北京市,朝阳区,科创路,540号,未来城,9栋,5单元,2333室,100076,116.432000|39.932000,北京市北京市朝阳区科创路540号 未来城9栋5单元2333室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1077,e2e,简称/别名,深圳市罗湖区友谊路547号星河湾12幢2344室,广东省,深圳市,罗湖区,友谊路,547号,星河湾,12栋,2单元,2344室,518077,114.094000|22.584000,广东省深圳市罗湖区友谊路547号 星河湾12栋2单元2344室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1078,e2e,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋7单元2355室,江苏省,苏州市,虎丘区,沿江大道,554号,万和府,15栋,7单元,2355室,215078,120.656000|31.336000,江苏省苏州市虎丘区沿江大道554号 万和府15栋7单元2355室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1079,e2e,疑似不存在,湖北省武汉市武昌区不存在路561号龙湖天街,湖北省,武汉市,武昌区,文化路,561号,龙湖天街,18栋,4单元,2366室,430079,114.338000|30.628000,湖北省武汉市武昌区不存在路561号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1080,e2e,标准地址,湖北省随州市广水市幸福路568号翡翠城1栋1单元2377室,湖北省,随州市,广水市,幸福路,568号,翡翠城,1栋,1单元,2377室,441380,113.380000|31.690000,湖北省随州市广水市幸福路568号 翡翠城1栋1单元2377室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1081,e2e,标准地址,上海市上海市浦东新区世纪大道575号东方明珠花园4栋6单元2388室,上海市,上海市,浦东新区,世纪大道,575号,东方明珠花园,4栋,6单元,2388室,200081,121.472000|31.232000,上海市上海市浦东新区世纪大道575号 东方明珠花园4栋6单元2388室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1082,e2e,标准地址,北京市北京市朝阳区中山东一路582号海纳公馆7栋3单元2399室,北京市,北京市,朝阳区,中山东一路,582号,海纳公馆,7栋,3单元,2399室,100082,116.404000|39.904000,北京市北京市朝阳区中山东一路582号 海纳公馆7栋3单元2399室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1083,e2e,标准地址,广东省深圳市罗湖区南京西路589号锦绣家园10栋8单元2410室,广东省,深圳市,罗湖区,南京西路,589号,锦绣家园,10栋,8单元,2410室,518083,114.066000|22.556000,广东省深圳市罗湖区南京西路589号 锦绣家园10栋8单元2410室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1084,e2e,标准地址,江苏省苏州市虎丘区人民路596号金色华庭13栋5单元2421室,江苏省,苏州市,虎丘区,人民路,596号,金色华庭,13栋,5单元,2421室,215084,120.628000|31.308000,江苏省苏州市虎丘区人民路596号 金色华庭13栋5单元2421室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1085,e2e,标准地址,湖北省武汉市武昌区建设路603号书香门第16栋2单元2432室,湖北省,武汉市,武昌区,建设路,603号,书香门第,16栋,2单元,2432室,430085,114.310000|30.600000,湖北省武汉市武昌区建设路603号 书香门第16栋2单元2432室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1086,e2e,简称/别名,随州市广水市解放大道610号未来城19幢2443室,湖北省,随州市,广水市,解放大道,610号,未来城,19栋,7单元,2443室,441386,113.392000|31.702000,湖北省随州市广水市解放大道610号 未来城19栋7单元2443室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1087,e2e,简称/别名,上海市浦东新区创新大道617号星河湾2幢2454室,上海市,上海市,浦东新区,创新大道,617号,星河湾,2栋,4单元,2454室,200087,121.484000|31.244000,上海市上海市浦东新区创新大道617号 星河湾2栋4单元2454室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1088,e2e,缺失门牌,北京市北京市朝阳区科创路万和府5栋1单元2465室,北京市,北京市,朝阳区,科创路,624号,万和府,5栋,1单元,2465室,100088,116.416000|39.916000,北京市北京市朝阳区科创路624号 万和府5栋1单元2465室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1089,e2e,疑似不存在,广东省深圳市罗湖区不存在路631号龙湖天街,广东省,深圳市,罗湖区,友谊路,631号,龙湖天街,8栋,6单元,2476室,518089,114.078000|22.568000,广东省深圳市罗湖区不存在路631号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1090,e2e,标准地址,江苏省苏州市虎丘区沿江大道638号翡翠城11栋3单元2487室,江苏省,苏州市,虎丘区,沿江大道,638号,翡翠城,11栋,3单元,2487室,215090,120.640000|31.320000,江苏省苏州市虎丘区沿江大道638号 翡翠城11栋3单元2487室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1091,e2e,标准地址,湖北省武汉市武昌区文化路645号东方明珠花园14栋8单元2498室,湖北省,武汉市,武昌区,文化路,645号,东方明珠花园,14栋,8单元,2498室,430091,114.322000|30.612000,湖北省武汉市武昌区文化路645号 东方明珠花园14栋8单元2498室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1092,e2e,标准地址,湖北省随州市广水市幸福路652号海纳公馆17栋5单元2509室,湖北省,随州市,广水市,幸福路,652号,海纳公馆,17栋,5单元,2509室,441392,113.404000|31.714000,湖北省随州市广水市幸福路652号 海纳公馆17栋5单元2509室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1093,e2e,标准地址,上海市上海市浦东新区世纪大道659号锦绣家园20栋2单元2520室,上海市,上海市,浦东新区,世纪大道,659号,锦绣家园,20栋,2单元,2520室,200093,121.496000|31.256000,上海市上海市浦东新区世纪大道659号 锦绣家园20栋2单元2520室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1094,e2e,标准地址,北京市北京市朝阳区中山东一路666号金色华庭3栋7单元2531室,北京市,北京市,朝阳区,中山东一路,666号,金色华庭,3栋,7单元,2531室,100094,116.428000|39.928000,北京市北京市朝阳区中山东一路666号 金色华庭3栋7单元2531室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1095,e2e,标准地址,广东省深圳市罗湖区南京西路673号书香门第6栋4单元2542室,广东省,深圳市,罗湖区,南京西路,673号,书香门第,6栋,4单元,2542室,518095,114.090000|22.580000,广东省深圳市罗湖区南京西路673号 书香门第6栋4单元2542室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1096,e2e,简称/别名,苏州市虎丘区人民路680号未来城9幢2553室,江苏省,苏州市,虎丘区,人民路,680号,未来城,9栋,1单元,2553室,215096,120.652000|31.332000,江苏省苏州市虎丘区人民路680号 未来城9栋1单元2553室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1097,e2e,简称/别名,武汉市武昌区建设路687号星河湾12幢2564室,湖北省,武汉市,武昌区,建设路,687号,星河湾,12栋,6单元,2564室,430097,114.334000|30.624000,湖北省武汉市武昌区建设路687号 星河湾12栋6单元2564室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1098,e2e,缺失门牌,湖北省随州市广水市解放大道万和府15栋3单元2575室,湖北省,随州市,广水市,解放大道,694号,万和府,15栋,3单元,2575室,441398,113.416000|31.726000,湖北省随州市广水市解放大道694号 万和府15栋3单元2575室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1099,e2e,疑似不存在,上海市上海市浦东新区不存在路701号龙湖天街,上海市,上海市,浦东新区,创新大道,701号,龙湖天街,18栋,8单元,2586室,200099,121.508000|31.268000,上海市上海市浦东新区不存在路701号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1100,e2e,标准地址,北京市北京市朝阳区科创路708号翡翠城1栋5单元2597室,北京市,北京市,朝阳区,科创路,708号,翡翠城,1栋,5单元,2597室,100100,116.400000|39.900000,北京市北京市朝阳区科创路708号 翡翠城1栋5单元2597室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1101,e2e,标准地址,广东省深圳市罗湖区友谊路715号东方明珠花园4栋2单元2608室,广东省,深圳市,罗湖区,友谊路,715号,东方明珠花园,4栋,2单元,2608室,518101,114.062000|22.552000,广东省深圳市罗湖区友谊路715号 东方明珠花园4栋2单元2608室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1102,e2e,标准地址,江苏省苏州市虎丘区沿江大道722号海纳公馆7栋7单元2619室,江苏省,苏州市,虎丘区,沿江大道,722号,海纳公馆,7栋,7单元,2619室,215102,120.624000|31.304000,江苏省苏州市虎丘区沿江大道722号 海纳公馆7栋7单元2619室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1103,e2e,标准地址,湖北省武汉市武昌区文化路729号锦绣家园10栋4单元2630室,湖北省,武汉市,武昌区,文化路,729号,锦绣家园,10栋,4单元,2630室,430103,114.306000|30.596000,湖北省武汉市武昌区文化路729号 锦绣家园10栋4单元2630室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1104,e2e,标准地址,湖北省随州市广水市幸福路736号金色华庭13栋1单元2641室,湖北省,随州市,广水市,幸福路,736号,金色华庭,13栋,1单元,2641室,441404,113.388000|31.698000,湖北省随州市广水市幸福路736号 金色华庭13栋1单元2641室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1105,e2e,标准地址,上海市上海市浦东新区世纪大道743号书香门第16栋6单元2652室,上海市,上海市,浦东新区,世纪大道,743号,书香门第,16栋,6单元,2652室,200105,121.480000|31.240000,上海市上海市浦东新区世纪大道743号 书香门第16栋6单元2652室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1106,e2e,简称/别名,北京市朝阳区中山东一路750号未来城19幢2663室,北京市,北京市,朝阳区,中山东一路,750号,未来城,19栋,3单元,2663室,100106,116.412000|39.912000,北京市北京市朝阳区中山东一路750号 未来城19栋3单元2663室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1107,e2e,简称/别名,深圳市罗湖区南京西路757号星河湾2幢2674室,广东省,深圳市,罗湖区,南京西路,757号,星河湾,2栋,8单元,2674室,518107,114.074000|22.564000,广东省深圳市罗湖区南京西路757号 星河湾2栋8单元2674室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1108,e2e,缺失门牌,江苏省苏州市虎丘区人民路万和府5栋5单元2685室,江苏省,苏州市,虎丘区,人民路,764号,万和府,5栋,5单元,2685室,215108,120.636000|31.316000,江苏省苏州市虎丘区人民路764号 万和府5栋5单元2685室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1109,e2e,疑似不存在,湖北省武汉市武昌区不存在路771号龙湖天街,湖北省,武汉市,武昌区,建设路,771号,龙湖天街,8栋,2单元,2696室,430109,114.318000|30.608000,湖北省武汉市武昌区不存在路771号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1110,e2e,标准地址,湖北省随州市广水市解放大道778号翡翠城11栋7单元2707室,湖北省,随州市,广水市,解放大道,778号,翡翠城,11栋,7单元,2707室,441410,113.400000|31.710000,湖北省随州市广水市解放大道778号 翡翠城11栋7单元2707室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1111,e2e,标准地址,上海市上海市浦东新区创新大道785号东方明珠花园14栋4单元2718室,上海市,上海市,浦东新区,创新大道,785号,东方明珠花园,14栋,4单元,2718室,200111,121.492000|31.252000,上海市上海市浦东新区创新大道785号 东方明珠花园14栋4单元2718室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1112,e2e,标准地址,北京市北京市朝阳区科创路792号海纳公馆17栋1单元2729室,北京市,北京市,朝阳区,科创路,792号,海纳公馆,17栋,1单元,2729室,100112,116.424000|39.924000,北京市北京市朝阳区科创路792号 海纳公馆17栋1单元2729室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1113,e2e,标准地址,广东省深圳市罗湖区友谊路799号锦绣家园20栋6单元2740室,广东省,深圳市,罗湖区,友谊路,799号,锦绣家园,20栋,6单元,2740室,518113,114.086000|22.576000,广东省深圳市罗湖区友谊路799号 锦绣家园20栋6单元2740室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1114,e2e,标准地址,江苏省苏州市虎丘区沿江大道806号金色华庭3栋3单元2751室,江苏省,苏州市,虎丘区,沿江大道,806号,金色华庭,3栋,3单元,2751室,215114,120.648000|31.328000,江苏省苏州市虎丘区沿江大道806号 金色华庭3栋3单元2751室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1115,e2e,标准地址,湖北省武汉市武昌区文化路813号书香门第6栋8单元2762室,湖北省,武汉市,武昌区,文化路,813号,书香门第,6栋,8单元,2762室,430115,114.330000|30.620000,湖北省武汉市武昌区文化路813号 书香门第6栋8单元2762室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1116,e2e,简称/别名,随州市广水市幸福路820号未来城9幢2773室,湖北省,随州市,广水市,幸福路,820号,未来城,9栋,5单元,2773室,441416,113.412000|31.722000,湖北省随州市广水市幸福路820号 未来城9栋5单元2773室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1117,e2e,简称/别名,上海市浦东新区世纪大道827号星河湾12幢2784室,上海市,上海市,浦东新区,世纪大道,827号,星河湾,12栋,2单元,2784室,200117,121.504000|31.264000,上海市上海市浦东新区世纪大道827号 星河湾12栋2单元2784室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1118,e2e,缺失门牌,北京市北京市朝阳区中山东一路万和府15栋7单元2795室,北京市,北京市,朝阳区,中山东一路,834号,万和府,15栋,7单元,2795室,100118,116.436000|39.936000,北京市北京市朝阳区中山东一路834号 万和府15栋7单元2795室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1119,e2e,疑似不存在,广东省深圳市罗湖区不存在路841号龙湖天街,广东省,深圳市,罗湖区,南京西路,841号,龙湖天街,18栋,4单元,2806室,518119,114.098000|22.588000,广东省深圳市罗湖区不存在路841号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1120,e2e,标准地址,江苏省苏州市虎丘区人民路848号翡翠城1栋1单元2817室,江苏省,苏州市,虎丘区,人民路,848号,翡翠城,1栋,1单元,2817室,215120,120.620000|31.300000,江苏省苏州市虎丘区人民路848号 翡翠城1栋1单元2817室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1121,e2e,标准地址,湖北省武汉市武昌区建设路855号东方明珠花园4栋6单元2828室,湖北省,武汉市,武昌区,建设路,855号,东方明珠花园,4栋,6单元,2828室,430121,114.302000|30.592000,湖北省武汉市武昌区建设路855号 东方明珠花园4栋6单元2828室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1122,e2e,标准地址,湖北省随州市广水市解放大道862号海纳公馆7栋3单元2839室,湖北省,随州市,广水市,解放大道,862号,海纳公馆,7栋,3单元,2839室,441422,113.384000|31.694000,湖北省随州市广水市解放大道862号 海纳公馆7栋3单元2839室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1123,e2e,标准地址,上海市上海市浦东新区创新大道869号锦绣家园10栋8单元2850室,上海市,上海市,浦东新区,创新大道,869号,锦绣家园,10栋,8单元,2850室,200123,121.476000|31.236000,上海市上海市浦东新区创新大道869号 锦绣家园10栋8单元2850室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1124,e2e,标准地址,北京市北京市朝阳区科创路876号金色华庭13栋5单元2861室,北京市,北京市,朝阳区,科创路,876号,金色华庭,13栋,5单元,2861室,100124,116.408000|39.908000,北京市北京市朝阳区科创路876号 金色华庭13栋5单元2861室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1125,e2e,标准地址,广东省深圳市罗湖区友谊路883号书香门第16栋2单元2872室,广东省,深圳市,罗湖区,友谊路,883号,书香门第,16栋,2单元,2872室,518125,114.070000|22.560000,广东省深圳市罗湖区友谊路883号 书香门第16栋2单元2872室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1126,e2e,简称/别名,苏州市虎丘区沿江大道890号未来城19幢2883室,江苏省,苏州市,虎丘区,沿江大道,890号,未来城,19栋,7单元,2883室,215126,120.632000|31.312000,江苏省苏州市虎丘区沿江大道890号 未来城19栋7单元2883室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1127,e2e,简称/别名,武汉市武昌区文化路897号星河湾2幢2894室,湖北省,武汉市,武昌区,文化路,897号,星河湾,2栋,4单元,2894室,430127,114.314000|30.604000,湖北省武汉市武昌区文化路897号 星河湾2栋4单元2894室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1128,e2e,缺失门牌,湖北省随州市广水市幸福路万和府5栋1单元2905室,湖北省,随州市,广水市,幸福路,904号,万和府,5栋,1单元,2905室,441428,113.396000|31.706000,湖北省随州市广水市幸福路904号 万和府5栋1单元2905室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1129,e2e,疑似不存在,上海市上海市浦东新区不存在路911号龙湖天街,上海市,上海市,浦东新区,世纪大道,911号,龙湖天街,8栋,6单元,2916室,200129,121.488000|31.248000,上海市上海市浦东新区不存在路911号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-1130,e2e,标准地址,北京市北京市朝阳区中山东一路918号翡翠城11栋3单元2927室,北京市,北京市,朝阳区,中山东一路,918号,翡翠城,11栋,3单元,2927室,100130,116.420000|39.920000,北京市北京市朝阳区中山东一路918号 翡翠城11栋3单元2927室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1131,e2e,标准地址,广东省深圳市罗湖区南京西路925号东方明珠花园14栋8单元2938室,广东省,深圳市,罗湖区,南京西路,925号,东方明珠花园,14栋,8单元,2938室,518131,114.082000|22.572000,广东省深圳市罗湖区南京西路925号 东方明珠花园14栋8单元2938室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-1132,e2e,标准地址,江苏省苏州市虎丘区人民路932号海纳公馆17栋5单元2949室,江苏省,苏州市,虎丘区,人民路,932号,海纳公馆,17栋,5单元,2949室,215132,120.644000|31.324000,江苏省苏州市虎丘区人民路932号 海纳公馆17栋5单元2949室,accept,否,Phase1.5-Lab-中文地址样本-六城
