case_id,type,shard,phase_focus,batch_id,sample_spec_id,sample_mode,candidate_count,approval_status,caller_role,fault_mode,baseline_auto_pass_rate,baseline_review_rate,baseline_human_required_rate,baseline_consistency_score,baseline_quality_gate_pass_rate,baseline_review_accept_rate,candidate_auto_pass_rate,candidate_review_rate,candidate_human_required_rate,candidate_consistency_score,candidate_quality_gate_pass_rate,candidate_review_accept_rate,expected_recommendation,expected_http,expected_activation_allowed,expected_replay_available,expected_audit_events,time_budget_seconds
E2E-1086,e2e,11,E2E_fault_injection,batch-1086,ss-07,sample_spec,3,pending,operator,none,0.630,0.370,0.164,0.870,0.882,0.824,0.660,0.340,0.144,0.880,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1087,e2e,11,E2E_fault_injection,batch-1087,ss-08,sample_spec,3,pending,operator,none,0.640,0.360,0.172,0.875,0.888,0.831,0.630,0.370,0.202,0.835,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1088,e2e,11,E2E_fault_injection,batch-1088,ss-09,sample_spec,3,approved,anonymous,timeout,0.650,0.350,0.180,0.880,0.894,0.782,0.670,0.330,0.190,0.885,0.894,0.792,reject,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1089,e2e,11,E2E_fault_injection,batch-1089,ss-10,sample_spec,3,pending,operator,schema_mismatch,0.660,0.340,0.188,0.840,0.900,0.789,0.690,0.310,0.168,0.850,0.910,0.809,accept,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1090,e2e,11,E2E_fault_injection,batch-1090,ss-11,sample_spec,3,pending,admin,none,0.570,0.430,0.196,0.845,0.906,0.796,0.560,0.440,0.226,0.805,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1091,e2e,11,E2E_fault_injection,batch-1091,ss-12,sample_spec,3,pending,operator,none,0.580,0.420,0.204,0.850,0.912,0.803,0.600,0.400,0.214,0.855,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1092,e2e,11,E2E_fault_injection,batch-1092,ss-13,sample_spec,3,rejected,reviewer,none,0.590,0.410,0.156,0.855,0.882,0.810,0.620,0.380,0.136,0.865,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1093,e2e,11,E2E_fault_injection,batch-1093,ss-14,sample_spec,3,pending,operator,none,0.600,0.400,0.164,0.860,0.888,0.817,0.590,0.410,0.194,0.820,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1094,e2e,11,E2E_fault_injection,batch-1094,ss-15,sample_spec,3,pending,operator,none,0.610,0.390,0.172,0.865,0.894,0.824,0.630,0.370,0.182,0.870,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1095,e2e,11,E2E_fault_injection,batch-1095,ss-16,sample_spec,3,pending,admin,none,0.620,0.380,0.180,0.870,0.900,0.831,0.650,0.350,0.160,0.880,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1096,e2e,11,E2E_fault_injection,batch-1096,ss-17,sample_spec,3,approved,operator,timeout,0.630,0.370,0.188,0.875,0.906,0.782,0.620,0.380,0.218,0.835,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1097,e2e,11,E2E_fault_injection,batch-1097,ss-18,sample_spec,3,pending,operator,none,0.640,0.360,0.196,0.880,0.912,0.789,0.660,0.340,0.206,0.885,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1098,e2e,11,E2E_fault_injection,batch-1098,ss-19,sample_spec,3,pending,operator,tool_5xx,0.650,0.350,0.204,0.840,0.882,0.796,0.680,0.320,0.184,0.850,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1099,e2e,11,E2E_fault_injection,batch-1099,ss-20,sample_spec,3,pending,reviewer,none,0.660,0.340,0.156,0.845,0.888,0.803,0.650,0.350,0.186,0.805,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1100,e2e,11,E2E_fault_injection,batch-1100,ss-21,sample_spec,3,approved,admin,schema_mismatch,0.570,0.430,0.164,0.850,0.894,0.810,0.590,0.410,0.174,0.855,0.894,0.820,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1101,e2e,12,E2E_lab_demo,batch-1101,ss-22,sample_spec,3,pending,operator,none,0.580,0.420,0.172,0.855,0.900,0.817,0.610,0.390,0.152,0.865,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1102,e2e,12,E2E_lab_demo,batch-1102,ss-23,sample_spec,3,pending,operator,event_drop,0.590,0.410,0.180,0.860,0.906,0.824,0.580,0.420,0.210,0.820,0.876,0.804,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1103,e2e,12,E2E_lab_demo,batch-1103,ss-24,sample_spec,3,pending,operator,none,0.600,0.400,0.188,0.865,0.912,0.831,0.620,0.380,0.198,0.870,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1104,e2e,12,E2E_lab_demo,batch-1104,ss-01,sample_spec,3,approved,operator,timeout,0.610,0.390,0.196,0.870,0.882,0.782,0.640,0.360,0.176,0.880,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1105,e2e,12,E2E_lab_demo,batch-1105,ss-02,sample_spec,3,rejected,anonymous,none,0.620,0.380,0.204,0.875,0.888,0.789,0.610,0.390,0.234,0.835,0.858,0.769,reject,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1106,e2e,12,E2E_lab_demo,batch-1106,ss-03,sample_spec,3,pending,reviewer,none,0.630,0.370,0.156,0.880,0.894,0.796,0.650,0.350,0.166,0.885,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1107,e2e,12,E2E_lab_demo,batch-1107,ss-04,full,3,pending,operator,tool_5xx,0.640,0.360,0.164,0.840,0.900,0.803,0.670,0.330,0.144,0.850,0.910,0.823,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1108,e2e,12,E2E_lab_demo,batch-1108,ss-05,sample_spec,3,approved,operator,none,0.650,0.350,0.172,0.845,0.906,0.810,0.640,0.360,0.202,0.805,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1109,e2e,12,E2E_lab_demo,batch-1109,ss-06,sample_spec,3,pending,operator,none,0.660,0.340,0.180,0.850,0.912,0.817,0.680,0.320,0.190,0.855,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1110,e2e,12,E2E_lab_demo,batch-1110,ss-07,sample_spec,4,pending,admin,none,0.570,0.430,0.188,0.855,0.882,0.824,0.600,0.400,0.168,0.865,0.892,0.844,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1111,e2e,12,E2E_lab_demo,batch-1111,ss-08,sample_spec,3,pending,operator,schema_mismatch,0.580,0.420,0.196,0.860,0.888,0.831,0.570,0.430,0.226,0.820,0.858,0.811,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1112,e2e,12,E2E_lab_demo,batch-1112,ss-09,sample_spec,3,approved,operator,timeout,0.590,0.410,0.204,0.865,0.894,0.782,0.610,0.390,0.214,0.870,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1113,e2e,12,E2E_lab_demo,batch-1113,ss-10,sample_spec,0,pending,reviewer,none,0.600,0.400,0.156,0.870,0.900,0.789,0.630,0.370,0.136,0.880,0.910,0.809,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1114,e2e,12,E2E_lab_demo,batch-1114,ss-11,sample_spec,3,pending,operator,none,0.610,0.390,0.164,0.875,0.906,0.796,0.600,0.400,0.194,0.835,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1115,e2e,12,E2E_lab_demo,batch-1115,ss-12,sample_spec,3,pending,admin,none,0.620,0.380,0.172,0.880,0.912,0.803,0.640,0.360,0.182,0.885,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1116,e2e,12,E2E_lab_demo,batch-1116,ss-13,sample_spec,3,approved,operator,tool_5xx,0.630,0.370,0.180,0.840,0.882,0.810,0.660,0.340,0.160,0.850,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1117,e2e,12,E2E_lab_demo,batch-1117,ss-14,sample_spec,3,pending,operator,none,0.640,0.360,0.188,0.845,0.888,0.817,0.630,0.370,0.218,0.805,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1118,e2e,12,E2E_lab_demo,batch-1118,ss-15,sample_spec,3,rejected,operator,none,0.650,0.350,0.196,0.850,0.894,0.824,0.670,0.330,0.206,0.855,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1119,e2e,12,E2E_lab_demo,batch-1119,ss-16,sample_spec,3,pending,operator,none,0.660,0.340,0.204,0.855,0.900,0.831,0.690,0.310,0.184,0.865,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1120,e2e,12,E2E_lab_demo,batch-1120,ss-17,sample_spec,3,approved,reviewer,timeout,0.570,0.430,0.156,0.860,0.906,0.782,0.560,0.440,0.186,0.820,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1121,e2e,12,E2E_lab_demo,batch-1121,ss-18,sample_spec,3,pending,operator,event_drop,0.580,0.420,0.164,0.865,0.912,0.789,0.600,0.400,0.174,0.870,0.912,0.799,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1122,e2e,12,E2E_lab_demo,batch-1122,ss-19,sample_spec,3,pending,anonymous,schema_mismatch,0.590,0.410,0.172,0.870,0.882,0.796,0.620,0.380,0.152,0.880,0.892,0.816,accept,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1123,e2e,12,E2E_lab_demo,batch-1123,ss-20,sample_spec,3,pending,operator,none,0.600,0.400,0.180,0.875,0.888,0.803,0.590,0.410,0.210,0.835,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1124,e2e,12,E2E_lab_demo,batch-1124,ss-21,sample_spec,3,approved,operator,none,0.610,0.390,0.188,0.880,0.894,0.810,0.630,0.370,0.198,0.885,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1125,e2e,12,E2E_lab_demo,batch-1125,ss-22,sample_spec,3,pending,admin,tool_5xx,0.620,0.380,0.196,0.840,0.900,0.817,0.650,0.350,0.176,0.850,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1126,e2e,12,E2E_lab_demo,batch-1126,ss-23,sample_spec,3,pending,operator,none,0.630,0.370,0.204,0.845,0.906,0.824,0.620,0.380,0.234,0.805,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1127,e2e,12,E2E_lab_demo,batch-1127,ss-24,sample_spec,3,pending,reviewer,none,0.640,0.360,0.156,0.850,0.912,0.831,0.660,0.340,0.166,0.855,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1128,e2e,12,E2E_lab_demo,batch-1128,ss-01,sample_spec,3,approved,operator,timeout,0.650,0.350,0.164,0.855,0.882,0.782,0.680,0.320,0.144,0.865,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1129,e2e,12,E2E_lab_demo,batch-1129,ss-02,sample_spec,3,pending,operator,none,0.660,0.340,0.172,0.860,0.888,0.789,0.650,0.350,0.202,0.820,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1130,e2e,12,E2E_lab_demo,batch-1130,ss-03,sample_spec,3,pending,admin,none,0.570,0.430,0.180,0.865,0.894,0.796,0.590,0.410,0.190,0.870,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1131,e2e,12,E2E_lab_demo,batch-1131,ss-04,sample_spec,3,rejected,operator,none,0.580,0.420,0.188,0.870,0.900,0.803,0.610,0.390,0.168,0.880,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1132,e2e,12,E2E_lab_demo,batch-1132,ss-05,sample_spec,3,approved,operator,none,0.590,0.410,0.196,0.875,0.906,0.810,0.580,0.420,0.226,0.835,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1133,e2e,12,E2E_lab_demo,batch-1133,ss-06,sample_spec,3,pending,operator,schema_mismatch,0.600,0.400,0.204,0.880,0.912,0.817,0.620,0.380,0.214,0.885,0.912,0.827,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1134,e2e,12,E2E_lab_demo,batch-1134,ss-07,sample_spec,3,pending,reviewer,tool_5xx,0.610,0.390,0.156,0.840,0.882,0.824,0.640,0.360,0.136,0.850,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1135,e2e,12,E2E_lab_demo,batch-1135,ss-08,sample_spec,3,pending,admin,none,0.620,0.380,0.164,0.845,0.888,0.831,0.610,0.390,0.194,0.805,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1136,e2e,12,E2E_lab_demo,batch-1136,ss-09,sample_spec,3,approved,operator,timeout,0.630,0.370,0.172,0.850,0.894,0.782,0.650,0.350,0.182,0.855,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1137,e2e,12,E2E_lab_demo,batch-1137,ss-10,sample_spec,3,pending,operator,none,0.640,0.360,0.180,0.855,0.900,0.789,0.670,0.330,0.160,0.865,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1138,e2e,12,E2E_lab_demo,batch-1138,ss-11,sample_spec,3,pending,operator,none,0.650,0.350,0.188,0.860,0.906,0.796,0.640,0.360,0.218,0.820,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1139,e2e,12,E2E_lab_demo,batch-1139,ss-12,sample_spec,3,pending,anonymous,none,0.660,0.340,0.196,0.865,0.912,0.803,0.680,0.320,0.206,0.870,0.912,0.813,reject,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1140,e2e,12,E2E_lab_demo,batch-1140,ss-13,sample_spec,3,approved,admin,event_drop,0.570,0.430,0.204,0.870,0.882,0.810,0.600,0.400,0.184,0.880,0.892,0.830,accept,200,true,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,600
E2E-1141,e2e,12,E2E_lab_demo,batch-1141,ss-14,sample_spec,3,pending,reviewer,none,0.580,0.420,0.156,0.875,0.888,0.817,0.570,0.430,0.186,0.835,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1142,e2e,12,E2E_lab_demo,batch-1142,ss-15,sample_spec,3,pending,operator,none,0.590,0.410,0.164,0.880,0.894,0.824,0.610,0.390,0.174,0.885,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1143,e2e,12,E2E_lab_demo,batch-1143,ss-16,sample_spec,3,pending,operator,tool_5xx,0.600,0.400,0.172,0.840,0.900,0.831,0.630,0.370,0.152,0.850,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1144,e2e,12,E2E_lab_demo,batch-1144,ss-17,sample_spec,3,rejected,operator,schema_mismatch,0.610,0.390,0.180,0.845,0.906,0.782,0.600,0.400,0.210,0.805,0.876,0.762,reject,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1145,e2e,12,E2E_lab_demo,batch-1145,ss-18,sample_spec,3,pending,admin,none,0.620,0.380,0.188,0.850,0.912,0.789,0.640,0.360,0.198,0.855,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1146,e2e,12,E2E_lab_demo,batch-1146,ss-19,sample_spec,3,pending,operator,none,0.630,0.370,0.196,0.855,0.882,0.796,0.660,0.340,0.176,0.865,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1147,e2e,12,E2E_lab_demo,batch-1147,ss-20,sample_spec,4,pending,operator,none,0.640,0.360,0.204,0.860,0.888,0.803,0.630,0.370,0.234,0.820,0.858,0.783,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1148,e2e,12,E2E_lab_demo,batch-1148,ss-21,full,3,approved,reviewer,none,0.650,0.350,0.156,0.865,0.894,0.810,0.670,0.330,0.166,0.870,0.894,0.820,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1149,e2e,12,E2E_lab_demo,batch-1149,ss-22,sample_spec,3,pending,operator,none,0.660,0.340,0.164,0.870,0.900,0.817,0.690,0.310,0.144,0.880,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1150,e2e,12,E2E_lab_demo,batch-1150,ss-23,sample_spec,3,pending,admin,none,0.570,0.430,0.172,0.875,0.906,0.824,0.560,0.440,0.202,0.835,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1151,e2e,12,E2E_lab_demo,batch-1151,ss-24,sample_spec,3,pending,operator,none,0.580,0.420,0.180,0.880,0.912,0.831,0.600,0.400,0.190,0.885,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1152,e2e,12,E2E_lab_demo,batch-1152,ss-01,sample_spec,3,approved,operator,tool_5xx,0.590,0.410,0.188,0.840,0.882,0.782,0.620,0.380,0.168,0.850,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1153,e2e,12,E2E_lab_demo,batch-1153,ss-02,sample_spec,3,pending,operator,none,0.600,0.400,0.196,0.845,0.888,0.789,0.590,0.410,0.226,0.805,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1154,e2e,12,E2E_lab_demo,batch-1154,ss-03,sample_spec,3,pending,operator,none,0.610,0.390,0.204,0.850,0.894,0.796,0.630,0.370,0.214,0.855,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1155,e2e,12,E2E_lab_demo,batch-1155,ss-04,sample_spec,3,pending,reviewer,schema_mismatch,0.620,0.380,0.156,0.855,0.900,0.803,0.650,0.350,0.136,0.865,0.910,0.823,accept,500,false,false,agent_run_start|tool_call|error_response,600
E2E-1156,e2e,12,E2E_lab_demo,batch-1156,ss-05,sample_spec,3,approved,anonymous,none,0.630,0.370,0.164,0.860,0.906,0.810,0.620,0.380,0.194,0.820,0.876,0.790,reject,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1157,e2e,12,E2E_lab_demo,batch-1157,ss-06,sample_spec,3,rejected,operator,none,0.640,0.360,0.172,0.865,0.912,0.817,0.660,0.340,0.182,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1158,e2e,12,E2E_lab_demo,batch-1158,ss-07,sample_spec,3,pending,operator,none,0.650,0.350,0.180,0.870,0.882,0.824,0.680,0.320,0.160,0.880,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1159,e2e,12,E2E_lab_demo,batch-1159,ss-08,sample_spec,3,pending,operator,event_drop,0.660,0.340,0.188,0.875,0.888,0.831,0.650,0.350,0.218,0.835,0.858,0.811,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1160,e2e,12,E2E_lab_demo,batch-1160,ss-09,sample_spec,3,approved,admin,timeout,0.570,0.430,0.196,0.880,0.894,0.782,0.590,0.410,0.206,0.885,0.894,0.792,reject,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,600
E2E-1161,e2e,12,E2E_lab_demo,batch-1161,ss-10,sample_spec,3,pending,operator,tool_5xx,0.580,0.420,0.204,0.840,0.900,0.789,0.610,0.390,0.184,0.850,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1162,e2e,12,E2E_lab_demo,batch-1162,ss-11,sample_spec,3,pending,reviewer,none,0.590,0.410,0.156,0.845,0.906,0.796,0.580,0.420,0.186,0.805,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1163,e2e,12,E2E_lab_demo,batch-1163,ss-12,sample_spec,3,pending,operator,none,0.600,0.400,0.164,0.850,0.912,0.803,0.620,0.380,0.174,0.855,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1164,e2e,12,E2E_lab_demo,batch-1164,ss-13,sample_spec,3,approved,operator,none,0.610,0.390,0.172,0.855,0.882,0.810,0.640,0.360,0.152,0.865,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1165,e2e,12,E2E_lab_demo,batch-1165,ss-14,sample_spec,3,pending,admin,none,0.620,0.380,0.180,0.860,0.888,0.817,0.610,0.390,0.210,0.820,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1166,e2e,12,E2E_lab_demo,batch-1166,ss-15,sample_spec,0,pending,operator,schema_mismatch,0.630,0.370,0.188,0.865,0.894,0.824,0.650,0.350,0.198,0.870,0.894,0.834,reject,400,false,false,agent_run_start|tool_call|error_response,600
E2E-1167,e2e,12,E2E_lab_demo,batch-1167,ss-16,sample_spec,3,pending,operator,none,0.640,0.360,0.196,0.870,0.900,0.831,0.670,0.330,0.176,0.880,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1168,e2e,12,E2E_lab_demo,batch-1168,ss-17,sample_spec,3,approved,operator,timeout,0.650,0.350,0.204,0.875,0.906,0.782,0.640,0.360,0.234,0.835,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1169,e2e,12,E2E_lab_demo,batch-1169,ss-18,sample_spec,3,pending,reviewer,none,0.660,0.340,0.156,0.880,0.912,0.789,0.680,0.320,0.166,0.885,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1170,e2e,12,E2E_lab_demo,batch-1170,ss-19,sample_spec,3,rejected,admin,tool_5xx,0.570,0.430,0.164,0.840,0.882,0.796,0.600,0.400,0.144,0.850,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1171,e2e,12,E2E_lab_demo,batch-1171,ss-20,sample_spec,3,pending,operator,none,0.580,0.420,0.172,0.845,0.888,0.803,0.570,0.430,0.202,0.805,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1172,e2e,12,E2E_lab_demo,batch-1172,ss-21,sample_spec,3,approved,operator,none,0.590,0.410,0.180,0.850,0.894,0.810,0.610,0.390,0.190,0.855,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
E2E-1173,e2e,12,E2E_lab_demo,batch-1173,ss-22,sample_spec,3,pending,anonymous,none,0.600,0.400,0.188,0.855,0.900,0.817,0.630,0.370,0.168,0.865,0.910,0.837,accept,401,false,false,agent_run_start|tool_call|error_response,600
E2E-1174,e2e,12,E2E_lab_demo,batch-1174,ss-23,sample_spec,3,pending,operator,none,0.610,0.390,0.196,0.860,0.906,0.824,0.600,0.400,0.226,0.820,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,600
